"Current Profile for a mix of driving cycles including UDDS, US06, and HWFET",
RecordingTime,Current
2444.8,-2.218033
2444.9,-2.218033
2445,-2.201481
2445.1,-2.201481
2445.2,-2.234585
2445.3,-1.39044
2445.4,-1.555958
2445.5,-1.539406
2445.6,-1.555958
2445.7,-1.539406
2445.8,-1.539406
2445.9,-1.522854
2446,-1.555958
2446.1,-1.555958
2446.2,-1.57251
2446.3,-1.953203
2446.4,-1.886995
2446.5,-1.903547
2446.6,-1.903547
2446.7,-1.903547
2446.8,-1.920099
2446.9,-1.920099
2447,-1.936651
2447.1,-1.920099
2447.2,-1.920099
2447.3,-1.920099
2447.4,-1.936651
2447.5,-1.953203
2447.6,-1.936651
2447.7,-1.936651
2447.8,-1.936651
2447.9,-1.953203
2448,-1.936651
2448.1,-1.953203
2448.2,-1.953203
2448.3,-1.936651
2448.4,-1.920099
2448.5,-1.953203
2448.6,-1.953203
2448.7,-1.953203
2448.8,-1.969755
2448.9,-1.953203
2449,-1.953203
2449.1,-1.953203
2449.2,-1.986307
2449.3,-1.555958
2449.4,-1.622166
2449.5,-1.622166
2449.6,-1.638718
2449.7,-1.622166
2449.8,-1.622166
2449.9,-1.638718
2450,-1.638718
2450.1,-1.638718
2450.2,-1.638718
2450.3,-1.191817
2450.4,-1.274577
2450.5,-1.291128
2450.6,-1.291128
2450.7,-1.274577
2450.8,-1.274577
2450.9,-1.274577
2451,-1.274577
2451.1,-1.274577
2451.2,-1.291128
2451.3,-0.844228
2451.4,-0.910436
2451.5,-0.926987
2451.6,-0.893884
2451.7,-0.910436
2451.8,-0.926987
2451.9,-0.910436
2452,-0.910436
2452.1,-0.893884
2452.2,-0.926987
2452.3,-0.910436
2452.4,-0.910436
2452.5,-0.910436
2452.6,-0.910436
2452.7,-0.926987
2452.8,-0.893884
2452.9,-0.910436
2453,-0.926987
2453.1,-0.910436
2453.2,-0.926987
2453.3,-0.480087
2453.4,-0.546295
2453.5,-0.546295
2453.6,-0.546295
2453.7,-0.529743
2453.8,-0.546295
2453.9,-0.529743
2454,-0.529743
2454.1,-0.546295
2454.2,-0.546295
2454.3,-1.423543
2454.4,-1.274577
2454.5,-1.291128
2454.6,-1.291128
2454.7,-1.30768
2454.8,-1.30768
2454.9,-1.30768
2455,-1.291128
2455.1,-1.30768
2455.2,-1.291128
2455.3,-0.86078
2455.4,-0.926987
2455.5,-0.926987
2455.6,-0.926987
2455.7,-0.926987
2455.8,-0.943539
2455.9,-0.926987
2456,-0.926987
2456.1,-0.926987
2456.2,-0.926987
2456.3,-0.446983
2456.4,-0.562846
2456.5,-0.546295
2456.6,-0.546295
2456.7,-0.546295
2456.8,-0.546295
2456.9,-0.546295
2457,-0.513191
2457.1,-0.562846
2457.2,-0.562846
2457.3,-1.903547
2457.4,-1.655269
2457.5,-1.688373
2457.6,-1.688373
2457.7,-1.688373
2457.8,-1.704925
2457.9,-1.671821
2458,-1.721477
2458.1,-1.704925
2458.2,-1.704925
2458.3,-1.241473
2458.4,-1.340784
2458.5,-1.324232
2458.6,-1.324232
2458.7,-1.340784
2458.8,-1.324232
2458.9,-1.324232
2459,-1.324232
2459.1,-1.30768
2459.2,-1.340784
2459.3,-1.357336
2459.4,-1.340784
2459.5,-1.340784
2459.6,-1.324232
2459.7,-1.324232
2459.8,-1.340784
2459.9,-1.357336
2460,-1.324232
2460.1,-1.340784
2460.2,-1.373888
2460.3,-2.698037
2460.4,-2.449759
2460.5,-2.499414
2460.6,-2.515966
2460.7,-2.499414
2460.8,-2.515966
2460.9,-2.515966
2461,-2.482862
2461.1,-2.515966
2461.2,-2.532518
2461.3,-2.532518
2461.4,-2.532518
2461.5,-2.532518
2461.6,-2.515966
2461.7,-2.54907
2461.8,-2.532518
2461.9,-2.565622
2462,-2.54907
2462.1,-2.565622
2462.2,-2.565622
2462.3,-2.99597
2462.4,-2.946315
2462.5,-2.946315
2462.6,-2.946315
2462.7,-2.946315
2462.8,-2.979419
2462.9,-2.946315
2463,-2.962867
2463.1,-2.962867
2463.2,-2.99597
2463.3,-2.99597
2463.4,-3.012522
2463.5,-2.979419
2463.6,-2.99597
2463.7,-3.029074
2463.8,-2.99597
2463.9,-3.045626
2464,-3.029074
2464.1,-3.062178
2464.2,-3.012522
2464.3,-2.565622
2464.4,-2.664933
2464.5,-2.648381
2464.6,-2.648381
2464.7,-2.664933
2464.8,-2.648381
2464.9,-2.648381
2465,-2.664933
2465.1,-2.681485
2465.2,-2.681485
2465.3,-3.194593
2465.4,-3.095282
2465.5,-3.07873
2465.6,-3.095282
2465.7,-3.144937
2465.8,-3.111833
2465.9,-3.111833
2466,-3.095282
2466.1,-3.178041
2466.2,-3.144937
2466.3,-3.144937
2466.4,-3.161489
2466.5,-3.144937
2466.6,-3.144937
2466.7,-3.194593
2466.8,-3.194593
2466.9,-3.161489
2467,-3.194593
2467.1,-3.194593
2467.2,-3.194593
2467.3,-3.211144
2467.4,-3.227696
2467.5,-3.211144
2467.6,-3.211144
2467.7,-3.227696
2467.8,-3.244248
2467.9,-3.227696
2468,-3.244248
2468.1,-3.2608
2468.2,-3.244248
2468.3,-3.277352
2468.4,-3.277352
2468.5,-3.277352
2468.6,-3.277352
2468.7,-3.293904
2468.8,-3.277352
2468.9,-3.293904
2469,-3.277352
2469.1,-3.293904
2469.2,-3.293904
2469.3,-3.310456
2469.4,-3.293904
2469.5,-3.34356
2469.6,-3.34356
2469.7,-3.34356
2469.8,-3.34356
2469.9,-3.34356
2470,-3.360111
2470.1,-3.34356
2470.2,-3.360111
2470.3,-3.376663
2470.4,-3.360111
2470.5,-3.393215
2470.6,-3.376663
2470.7,-3.393215
2470.8,-3.393215
2470.9,-3.376663
2471,-3.393215
2471.1,-3.409767
2471.2,-3.426319
2471.3,-3.409767
2471.4,-3.442871
2471.5,-3.409767
2471.6,-3.409767
2471.7,-3.442871
2471.8,-3.442871
2471.9,-3.442871
2472,-3.442871
2472.1,-3.475974
2472.2,-3.459423
2472.3,-2.929763
2472.4,-3.045626
2472.5,-3.012522
2472.6,-3.045626
2472.7,-3.045626
2472.8,-3.045626
2472.9,-3.062178
2473,-3.045626
2473.1,-3.045626
2473.2,-3.095282
2473.3,-3.07873
2473.4,-3.062178
2473.5,-3.07873
2473.6,-3.07873
2473.7,-3.062178
2473.8,-3.095282
2473.9,-3.095282
2474,-3.095282
2474.1,-3.111833
2474.2,-3.095282
2474.3,-2.582174
2474.4,-2.664933
2474.5,-2.664933
2474.6,-2.664933
2474.7,-2.664933
2474.8,-2.664933
2474.9,-2.664933
2475,-2.681485
2475.1,-2.664933
2475.2,-2.681485
2475.3,-0.480087
2475.4,-0.910436
2475.5,-0.827676
2475.6,-0.811124
2475.7,-0.811124
2475.8,-0.827676
2475.9,-0.827676
2476,-0.827676
2476.1,-0.794573
2476.2,-0.811124
2476.3,-0.827676
2476.4,-0.778021
2476.5,-0.827676
2476.6,-0.827676
2476.7,-0.811124
2476.8,-0.811124
2476.9,-0.794573
2477,-0.811124
2477.1,-0.811124
2477.2,-0.794573
2477.3,-1.357336
2477.4,-1.274577
2477.5,-1.274577
2477.6,-1.274577
2477.7,-1.30768
2477.8,-1.291128
2477.9,-1.30768
2478,-1.274577
2478.1,-1.274577
2478.2,-1.291128
2478.3,-1.853892
2478.4,-1.738029
2478.5,-1.771132
2478.6,-1.754581
2478.7,-1.771132
2478.8,-1.754581
2478.9,-1.754581
2479,-1.787684
2479.1,-1.754581
2479.2,-1.787684
2479.3,-1.208369
2479.4,-1.30768
2479.5,-1.291128
2479.6,-1.30768
2479.7,-1.291128
2479.8,-1.30768
2479.9,-1.324232
2480,-1.30768
2480.1,-1.30768
2480.2,-1.30768
2480.3,-1.324232
2480.4,-1.30768
2480.5,-1.30768
2480.6,-1.324232
2480.7,-1.30768
2480.8,-1.340784
2480.9,-1.324232
2481,-1.30768
2481.1,-1.30768
2481.2,-1.30768
2481.3,-0.778021
2481.4,-0.844228
2481.5,-0.844228
2481.6,-0.844228
2481.7,-0.86078
2481.8,-0.844228
2481.9,-0.827676
2482,-0.844228
2482.1,-0.844228
2482.2,-0.827676
2482.3,-1.953203
2482.4,-1.771132
2482.5,-1.787684
2482.6,-1.804236
2482.7,-1.787684
2482.8,-1.820788
2482.9,-1.804236
2483,-1.804236
2483.1,-1.804236
2483.2,-1.787684
2483.3,-1.787684
2483.4,-1.804236
2483.5,-1.804236
2483.6,-1.787684
2483.7,-1.787684
2483.8,-1.787684
2483.9,-1.804236
2484,-1.820788
2484.1,-1.804236
2484.2,-1.804236
2484.3,-0.645606
2484.4,-0.893884
2484.5,-0.844228
2484.6,-0.893884
2484.7,-0.86078
2484.8,-0.877332
2484.9,-0.86078
2485,-0.844228
2485.1,-0.877332
2485.2,-0.844228
2485.3,-0.86078
2485.4,-0.877332
2485.5,-0.844228
2485.6,-0.877332
2485.7,-0.86078
2485.8,-0.86078
2485.9,-0.844228
2486,-0.86078
2486.1,-0.86078
2486.2,-0.86078
2486.3,-0.86078
2486.4,-0.86078
2486.5,-0.844228
2486.6,-0.877332
2486.7,-0.86078
2486.8,-0.86078
2486.9,-0.877332
2487,-0.86078
2487.1,-0.844228
2487.2,-0.86078
2487.3,-0.281465
2487.4,-0.380776
2487.5,-0.380776
2487.6,-0.380776
2487.7,-0.380776
2487.8,-0.380776
2487.9,-0.364224
2488,-0.397328
2488.1,-0.380776
2488.2,-0.380776
2488.3,-0.000083
2488.4,-0.016635
2488.5,-0.016635
2488.6,-0.016635
2488.7,-0.016635
2488.8,-0.016635
2488.9,-0.016635
2489,-0.016635
2489.1,-0.016635
2489.2,-0.016635
2489.3,-0.016635
2489.4,-0.016635
2489.5,-0.016635
2489.6,-0.016635
2489.7,-0.016635
2489.8,-0.016635
2489.9,-0.016635
2490,-0.016635
2490.1,-0.016635
2490.2,-0.016635
2490.3,0.165436
2490.4,0.148884
2490.5,0.132332
2490.6,0.132332
2490.7,0.132332
2490.8,0.11578
2490.9,0.132332
2491,0.132332
2491.1,0.132332
2491.2,0.132332
2491.3,0.132332
2491.4,0.132332
2491.5,0.148884
2491.6,0.148884
2491.7,0.148884
2491.8,0.11578
2491.9,0.165436
2492,0.132332
2492.1,0.132332
2492.2,0.132332
2492.3,0.132332
2492.4,0.165436
2492.5,0.132332
2492.6,0.148884
2492.7,0.132332
2492.8,0.132332
2492.9,0.132332
2493,0.11578
2493.1,0.132332
2493.2,0.148884
2493.3,-0.016635
2493.4,-0.000083
2493.5,-0.016635
2493.6,-0.016635
2493.7,0.033021
2493.8,0.049573
2493.9,-0.016635
2494,0.066124
2494.1,-0.016635
2494.2,0.016469
2494.3,-0.016635
2494.4,-0.016635
2494.5,-0.016635
2494.6,-0.000083
2494.7,-0.000083
2494.8,0.066124
2494.9,0.049573
2495,-0.000083
2495.1,-0.000083
2495.2,-0.000083
2495.3,0.033021
2495.4,-0.016635
2495.5,-0.016635
2495.6,-0.000083
2495.7,-0.016635
2495.8,-0.016635
2495.9,-0.000083
2496,-0.016635
2496.1,-0.016635
2496.2,-0.016635
2496.3,0.248195
2496.4,0.215091
2496.5,0.231643
2496.6,0.198539
2496.7,0.231643
2496.8,0.215091
2496.9,0.231643
2497,0.231643
2497.1,0.215091
2497.2,0.215091
2497.3,0.099228
2497.4,0.148884
2497.5,0.11578
2497.6,0.11578
2497.7,0.148884
2497.8,0.11578
2497.9,0.11578
2498,0.11578
2498.1,0.148884
2498.2,0.11578
2498.3,0.082676
2498.4,0.148884
2498.5,0.11578
2498.6,0.132332
2498.7,0.132332
2498.8,0.11578
2498.9,0.132332
2499,0.132332
2499.1,0.132332
2499.2,0.148884
2499.3,-0.016635
2499.4,-0.016635
2499.5,-0.016635
2499.6,-0.016635
2499.7,-0.000083
2499.8,-0.016635
2499.9,-0.016635
2500,-0.000083
2500.1,-0.016635
2500.2,-0.016635
2500.3,-0.016635
2500.4,-0.016635
2500.5,-0.016635
2500.6,-0.016635
2500.7,-0.016635
2500.8,-0.016635
2500.9,-0.016635
2501,-0.016635
2501.1,-0.016635
2501.2,-0.016635
2501.3,-0.430432
2501.4,-0.33112
2501.5,-0.33112
2501.6,-0.347672
2501.7,-0.33112
2501.8,-0.33112
2501.9,-0.33112
2502,-0.33112
2502.1,-0.347672
2502.2,-0.33112
2502.3,-0.016635
2502.4,-0.016635
2502.5,-0.016635
2502.6,-0.016635
2502.7,-0.016635
2502.8,-0.016635
2502.9,-0.016635
2503,-0.016635
2503.1,-0.016635
2503.2,-0.016635
2503.3,-0.41388
2503.4,-0.347672
2503.5,-0.33112
2503.6,-0.33112
2503.7,-0.314569
2503.8,-0.347672
2503.9,-0.314569
2504,-0.314569
2504.1,-0.33112
2504.2,-0.33112
2504.3,-0.347672
2504.4,-0.33112
2504.5,-0.347672
2504.6,-0.33112
2504.7,-0.298017
2504.8,-0.33112
2504.9,-0.314569
2505,-0.314569
2505.1,-0.33112
2505.2,-0.33112
2505.3,-0.844228
2505.4,-0.761469
2505.5,-0.778021
2505.6,-0.761469
2505.7,-0.794573
2505.8,-0.811124
2505.9,-0.794573
2506,-0.778021
2506.1,-0.794573
2506.2,-0.778021
2506.3,-0.215257
2506.4,-0.33112
2506.5,-0.33112
2506.6,-0.314569
2506.7,-0.33112
2506.8,-0.33112
2506.9,-0.33112
2507,-0.33112
2507.1,-0.33112
2507.2,-0.33112
2507.3,-0.33112
2507.4,-0.314569
2507.5,-0.33112
2507.6,-0.33112
2507.7,-0.33112
2507.8,-0.33112
2507.9,-0.314569
2508,-0.33112
2508.1,-0.33112
2508.2,-0.33112
2508.3,-0.33112
2508.4,-0.33112
2508.5,-0.314569
2508.6,-0.33112
2508.7,-0.347672
2508.8,-0.33112
2508.9,-0.33112
2509,-0.33112
2509.1,-0.33112
2509.2,-0.314569
2509.3,-0.33112
2509.4,-0.33112
2509.5,-0.347672
2509.6,-0.314569
2509.7,-0.33112
2509.8,-0.33112
2509.9,-0.33112
2510,-0.33112
2510.1,-0.33112
2510.2,-0.33112
2510.3,-0.33112
2510.4,-0.33112
2510.5,-0.33112
2510.6,-0.347672
2510.7,-0.33112
2510.8,-0.314569
2510.9,-0.314569
2511,-0.347672
2511.1,-0.314569
2511.2,-0.33112
2511.3,-0.33112
2511.4,-0.33112
2511.5,-0.314569
2511.6,-0.33112
2511.7,-0.314569
2511.8,-0.33112
2511.9,-0.33112
2512,-0.347672
2512.1,-0.33112
2512.2,-0.314569
2512.3,-0.298017
2512.4,-0.347672
2512.5,-0.347672
2512.6,-0.347672
2512.7,-0.314569
2512.8,-0.347672
2512.9,-0.314569
2513,-0.33112
2513.1,-0.314569
2513.2,-0.314569
2513.3,-0.347672
2513.4,-0.314569
2513.5,-0.314569
2513.6,-0.298017
2513.7,-0.314569
2513.8,-0.347672
2513.9,-0.314569
2514,-0.314569
2514.1,-0.298017
2514.2,-0.314569
2514.3,0.082676
2514.4,-0.016635
2514.5,0.049573
2514.6,0.016469
2514.7,-0.016635
2514.8,-0.000083
2514.9,-0.000083
2515,-0.016635
2515.1,-0.016635
2515.2,-0.016635
2515.3,-0.016635
2515.4,-0.016635
2515.5,-0.000083
2515.6,0.016469
2515.7,-0.016635
2515.8,-0.016635
2515.9,-0.000083
2516,-0.016635
2516.1,-0.016635
2516.2,-0.016635
2516.3,0.264747
2516.4,0.231643
2516.5,0.215091
2516.6,0.231643
2516.7,0.215091
2516.8,0.231643
2516.9,0.215091
2517,0.215091
2517.1,0.215091
2517.2,0.215091
2517.3,0.215091
2517.4,0.215091
2517.5,0.215091
2517.6,0.215091
2517.7,0.215091
2517.8,0.215091
2517.9,0.215091
2518,0.215091
2518.1,0.215091
2518.2,0.231643
2518.3,0.099228
2518.4,0.132332
2518.5,0.132332
2518.6,0.11578
2518.7,0.132332
2518.8,0.148884
2518.9,0.148884
2519,0.11578
2519.1,0.132332
2519.2,0.132332
2519.3,-0.480087
2519.4,-0.281465
2519.5,-0.314569
2519.6,-0.314569
2519.7,-0.314569
2519.8,-0.314569
2519.9,-0.33112
2520,-0.314569
2520.1,-0.298017
2520.2,-0.33112
2520.3,-0.298017
2520.4,-0.314569
2520.5,-0.314569
2520.6,-0.314569
2520.7,-0.314569
2520.8,-0.314569
2520.9,-0.33112
2521,-0.314569
2521.1,-0.314569
2521.2,-0.314569
2521.3,-0.844228
2521.4,-0.744917
2521.5,-0.778021
2521.6,-0.744917
2521.7,-0.778021
2521.8,-0.778021
2521.9,-0.794573
2522,-0.744917
2522.1,-0.761469
2522.2,-0.761469
2522.3,-1.820788
2522.4,-1.655269
2522.5,-1.638718
2522.6,-1.655269
2522.7,-1.671821
2522.8,-1.671821
2522.9,-1.688373
2523,-1.655269
2523.1,-1.704925
2523.2,-1.655269
2523.3,-1.655269
2523.4,-1.655269
2523.5,-1.671821
2523.6,-1.655269
2523.7,-1.671821
2523.8,-1.671821
2523.9,-1.671821
2524,-1.704925
2524.1,-1.671821
2524.2,-1.704925
2524.3,-1.158713
2524.4,-1.258025
2524.5,-1.241473
2524.6,-1.241473
2524.7,-1.224921
2524.8,-1.241473
2524.9,-1.224921
2525,-1.241473
2525.1,-1.224921
2525.2,-1.208369
2525.3,-1.224921
2525.4,-1.224921
2525.5,-1.224921
2525.6,-1.241473
2525.7,-1.274577
2525.8,-1.241473
2525.9,-1.241473
2526,-1.241473
2526.1,-1.258025
2526.2,-1.258025
2526.3,-1.274577
2526.4,-1.258025
2526.5,-1.274577
2526.6,-1.274577
2526.7,-1.258025
2526.8,-1.258025
2526.9,-1.258025
2527,-1.241473
2527.1,-1.258025
2527.2,-1.241473
2527.3,-0.711813
2527.4,-0.827676
2527.5,-0.811124
2527.6,-0.778021
2527.7,-0.811124
2527.8,-0.811124
2527.9,-0.827676
2528,-0.827676
2528.1,-0.827676
2528.2,-0.811124
2528.3,-0.264913
2528.4,-0.347672
2528.5,-0.33112
2528.6,-0.33112
2528.7,-0.33112
2528.8,-0.314569
2528.9,-0.314569
2529,-0.33112
2529.1,-0.33112
2529.2,-0.33112
2529.3,0.198539
2529.4,0.165436
2529.5,0.099228
2529.6,0.11578
2529.7,0.11578
2529.8,0.132332
2529.9,0.132332
2530,0.132332
2530.1,0.148884
2530.2,0.132332
2530.3,0.099228
2530.4,0.132332
2530.5,0.132332
2530.6,0.099228
2530.7,0.132332
2530.8,0.132332
2530.9,0.099228
2531,0.11578
2531.1,0.11578
2531.2,0.132332
2531.3,-0.016635
2531.4,-0.016635
2531.5,-0.016635
2531.6,-0.016635
2531.7,-0.016635
2531.8,-0.016635
2531.9,-0.016635
2532,-0.016635
2532.1,-0.016635
2532.2,-0.016635
2532.3,0.264747
2532.4,0.215091
2532.5,0.215091
2532.6,0.231643
2532.7,0.231643
2532.8,0.215091
2532.9,0.215091
2533,0.215091
2533.1,0.231643
2533.2,0.231643
2533.3,0.231643
2533.4,0.215091
2533.5,0.231643
2533.6,0.231643
2533.7,0.231643
2533.8,0.231643
2533.9,0.231643
2534,0.231643
2534.1,0.231643
2534.2,0.231643
2534.3,0.099228
2534.4,0.148884
2534.5,0.132332
2534.6,0.132332
2534.7,0.132332
2534.8,0.132332
2534.9,0.132332
2535,0.11578
2535.1,0.132332
2535.2,0.11578
2535.3,-2.069066
2535.4,-1.605614
2535.5,-1.688373
2535.6,-1.688373
2535.7,-1.638718
2535.8,-1.688373
2535.9,-1.671821
2536,-1.671821
2536.1,-1.671821
2536.2,-1.671821
2536.3,-1.655269
2536.4,-1.671821
2536.5,-1.688373
2536.6,-1.688373
2536.7,-1.671821
2536.8,-1.688373
2536.9,-1.688373
2537,-1.688373
2537.1,-1.688373
2537.2,-1.671821
2537.3,-2.201481
2537.4,-2.118721
2537.5,-2.151825
2537.6,-2.135273
2537.7,-2.151825
2537.8,-2.135273
2537.9,-2.151825
2538,-2.151825
2538.1,-2.135273
2538.2,-2.135273
2538.3,-2.184929
2538.4,-2.151825
2538.5,-2.135273
2538.6,-2.135273
2538.7,-2.151825
2538.8,-2.135273
2538.9,-2.135273
2539,-2.151825
2539.1,-2.184929
2539.2,-2.168377
2539.3,-1.622166
2539.4,-1.721477
2539.5,-1.721477
2539.6,-1.704925
2539.7,-1.721477
2539.8,-1.754581
2539.9,-1.738029
2540,-1.704925
2540.1,-1.721477
2540.2,-1.721477
2540.3,-1.191817
2540.4,-1.274577
2540.5,-1.274577
2540.6,-1.274577
2540.7,-1.291128
2540.8,-1.291128
2540.9,-1.324232
2541,-1.30768
2541.1,-1.30768
2541.2,-1.30768
2541.3,-0.165602
2541.4,-0.380776
2541.5,-0.347672
2541.6,-0.33112
2541.7,-0.347672
2541.8,-0.364224
2541.9,-0.347672
2542,-0.364224
2542.1,-0.347672
2542.2,-0.364224
2542.3,-0.347672
2542.4,-0.347672
2542.5,-0.364224
2542.6,-0.33112
2542.7,-0.314569
2542.8,-0.347672
2542.9,-0.33112
2543,-0.33112
2543.1,-0.347672
2543.2,-0.347672
2543.3,-0.33112
2543.4,-0.364224
2543.5,-0.347672
2543.6,-0.347672
2543.7,-0.33112
2543.8,-0.33112
2543.9,-0.364224
2544,-0.347672
2544.1,-0.364224
2544.2,-0.33112
2544.3,-0.33112
2544.4,-0.33112
2544.5,-0.33112
2544.6,-0.380776
2544.7,-0.380776
2544.8,-0.364224
2544.9,-0.364224
2545,-0.380776
2545.1,-0.347672
2545.2,-0.380776
2545.3,-0.347672
2545.4,-0.347672
2545.5,-0.347672
2545.6,-0.347672
2545.7,-0.347672
2545.8,-0.364224
2545.9,-0.347672
2546,-0.364224
2546.1,-0.347672
2546.2,-0.364224
2546.3,-0.016635
2546.4,-0.016635
2546.5,-0.016635
2546.6,-0.016635
2546.7,-0.016635
2546.8,-0.016635
2546.9,-0.016635
2547,-0.016635
2547.1,-0.016635
2547.2,-0.016635
2547.3,-0.016635
2547.4,-0.016635
2547.5,-0.016635
2547.6,-0.016635
2547.7,-0.016635
2547.8,-0.016635
2547.9,-0.016635
2548,-0.016635
2548.1,-0.016635
2548.2,-0.016635
2548.3,-0.016635
2548.4,-0.016635
2548.5,-0.016635
2548.6,-0.016635
2548.7,-0.016635
2548.8,-0.016635
2548.9,-0.016635
2549,-0.016635
2549.1,-0.016635
2549.2,-0.016635
2549.3,-0.446983
2549.4,-0.314569
2549.5,-0.33112
2549.6,-0.364224
2549.7,-0.364224
2549.8,-0.364224
2549.9,-0.347672
2550,-0.347672
2550.1,-0.364224
2550.2,-0.347672
2550.3,-0.893884
2550.4,-0.794573
2550.5,-0.827676
2550.6,-0.794573
2550.7,-0.827676
2550.8,-0.827676
2550.9,-0.811124
2551,-0.811124
2551.1,-0.827676
2551.2,-0.811124
2551.3,-0.811124
2551.4,-0.811124
2551.5,-0.794573
2551.6,-0.794573
2551.7,-0.811124
2551.8,-0.811124
2551.9,-0.794573
2552,-0.811124
2552.1,-0.811124
2552.2,-0.794573
2552.3,-0.811124
2552.4,-0.794573
2552.5,-0.794573
2552.6,-0.827676
2552.7,-0.778021
2552.8,-0.794573
2552.9,-0.811124
2553,-0.827676
2553.1,-0.811124
2553.2,-0.811124
2553.3,-0.811124
2553.4,-0.811124
2553.5,-0.778021
2553.6,-0.794573
2553.7,-0.827676
2553.8,-0.811124
2553.9,-0.811124
2554,-0.811124
2554.1,-0.827676
2554.2,-0.811124
2554.3,-1.920099
2554.4,-1.721477
2554.5,-1.771132
2554.6,-1.738029
2554.7,-1.738029
2554.8,-1.754581
2554.9,-1.738029
2555,-1.771132
2555.1,-1.771132
2555.2,-1.787684
2555.3,-2.847003
2555.4,-2.664933
2555.5,-2.714589
2555.6,-2.698037
2555.7,-2.698037
2555.8,-2.681485
2555.9,-2.714589
2556,-2.714589
2556.1,-2.698037
2556.2,-2.698037
2556.3,-1.059402
2556.4,-1.357336
2556.5,-1.324232
2556.6,-1.324232
2556.7,-1.340784
2556.8,-1.30768
2556.9,-1.324232
2557,-1.324232
2557.1,-1.30768
2557.2,-1.324232
2557.3,-1.903547
2557.4,-1.787684
2557.5,-1.804236
2557.6,-1.804236
2557.7,-1.804236
2557.8,-1.804236
2557.9,-1.820788
2558,-1.804236
2558.1,-1.804236
2558.2,-1.820788
2558.3,-2.367
2558.4,-2.28424
2558.5,-2.300792
2558.6,-2.28424
2558.7,-2.300792
2558.8,-2.28424
2558.9,-2.317344
2559,-2.300792
2559.1,-2.317344
2559.2,-2.317344
2559.3,-0.59595
2559.4,-0.943539
2559.5,-0.877332
2559.6,-0.877332
2559.7,-0.893884
2559.8,-0.877332
2559.9,-0.877332
2560,-0.877332
2560.1,-0.877332
2560.2,-0.893884
2560.3,-0.298017
2560.4,-0.397328
2560.5,-0.380776
2560.6,-0.397328
2560.7,-0.380776
2560.8,-0.397328
2560.9,-0.397328
2561,-0.397328
2561.1,-0.380776
2561.2,-0.380776
2561.3,-0.000083
2561.4,-0.016635
2561.5,-0.016635
2561.6,-0.016635
2561.7,-0.016635
2561.8,-0.016635
2561.9,-0.016635
2562,-0.016635
2562.1,-0.016635
2562.2,-0.000083
2562.3,0.148884
2562.4,0.132332
2562.5,0.132332
2562.6,0.132332
2562.7,0.148884
2562.8,0.132332
2562.9,0.132332
2563,0.148884
2563.1,0.132332
2563.2,0.132332
2563.3,0.148884
2563.4,0.132332
2563.5,0.148884
2563.6,0.11578
2563.7,0.11578
2563.8,0.148884
2563.9,0.132332
2564,0.132332
2564.1,0.148884
2564.2,0.132332
2564.3,0.132332
2564.4,0.148884
2564.5,0.132332
2564.6,0.132332
2564.7,0.11578
2564.8,0.132332
2564.9,0.132332
2565,0.11578
2565.1,0.132332
2565.2,0.11578
2565.3,-0.016635
2565.4,0.066124
2565.5,-0.016635
2565.6,-0.016635
2565.7,-0.016635
2565.8,0.016469
2565.9,-0.016635
2566,-0.016635
2566.1,-0.016635
2566.2,-0.016635
2566.3,-0.016635
2566.4,-0.016635
2566.5,-0.016635
2566.6,-0.016635
2566.7,-0.000083
2566.8,-0.016635
2566.9,-0.000083
2567,-0.016635
2567.1,-0.016635
2567.2,-0.016635
2567.3,-0.016635
2567.4,-0.016635
2567.5,-0.016635
2567.6,-0.016635
2567.7,-0.000083
2567.8,-0.016635
2567.9,-0.016635
2568,-0.000083
2568.1,-0.016635
2568.2,-0.016635
2568.3,0.181987
2568.4,0.148884
2568.5,0.11578
2568.6,0.165436
2568.7,0.132332
2568.8,0.11578
2568.9,0.132332
2569,0.148884
2569.1,0.132332
2569.2,0.099228
2569.3,-0.016635
2569.4,-0.016635
2569.5,-0.016635
2569.6,-0.016635
2569.7,-0.016635
2569.8,-0.016635
2569.9,-0.016635
2570,-0.016635
2570.1,-0.016635
2570.2,-0.016635
2570.3,-0.016635
2570.4,-0.016635
2570.5,-0.016635
2570.6,-0.016635
2570.7,-0.016635
2570.8,-0.016635
2570.9,-0.016635
2571,-0.016635
2571.1,-0.016635
2571.2,-0.016635
2571.3,-0.016635
2571.4,-0.016635
2571.5,-0.016635
2571.6,-0.016635
2571.7,-0.016635
2571.8,-0.016635
2571.9,-0.016635
2572,-0.016635
2572.1,-0.016635
2572.2,-0.016635
2572.3,-0.463535
2572.4,-0.347672
2572.5,-0.364224
2572.6,-0.364224
2572.7,-0.347672
2572.8,-0.364224
2572.9,-0.364224
2573,-0.364224
2573.1,-0.347672
2573.2,-0.347672
2573.3,-0.016635
2573.4,-0.016635
2573.5,-0.016635
2573.6,-0.016635
2573.7,-0.016635
2573.8,-0.016635
2573.9,-0.016635
2574,-0.016635
2574.1,-0.016635
2574.2,-0.016635
2574.3,-0.016635
2574.4,-0.016635
2574.5,-0.016635
2574.6,-0.016635
2574.7,-0.016635
2574.8,-0.016635
2574.9,-0.016635
2575,-0.016635
2575.1,-0.016635
2575.2,-0.016635
2575.3,-0.016635
2575.4,-0.016635
2575.5,-0.016635
2575.6,-0.016635
2575.7,-0.016635
